Model,Accuracy,Precision,Recall,F1_Score,ROC_AUC_Test,TN,FP,FN,TP
Gradient_Boosting,0.7405714285714285,0.764299182903834,0.6952544311034877,0.7281437125748503,0.8037844563377816,5504,1500,2132,4864
