Model,Accuracy,Precision,Recall,Specificity,F1_Score,ROC_AUC_Test,TN,FP,FN,TP
FTTransformer,0.728928389,0.736267118,0.7045053,0.752847873,0.720036115,0.797177752,5221,1714,2007,4785
