Model,Best_K,CV_AUC,Accuracy,Precision,Recall,F1_Score,ROC_AUC_Test,TN,FP,FN,TP
KNN,20,0.7279721683166547,0.6685714285714286,0.6912958752841831,0.6084905660377359,0.6472555876539455,0.7319240961384803,5103,1901,2739,4257
