FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.0001429388221841052,0.91035606806782
0.0,0.001286449399656947,0.9013127598771119
0.00014277555682467162,0.001286449399656947,0.9010991368745984
0.00014277555682467162,0.002001143510577473,0.8975780928400884
0.00028555111364934324,0.002001143510577473,0.8968013460895539
0.00028555111364934324,0.0031446540880503146,0.8952888527177585
0.0005711022272986865,0.0031446540880503146,0.8947878731553844
0.0005711022272986865,0.004574042309891366,0.8910026310972247
0.0007138777841233581,0.004574042309891366,0.8909472288880852
0.0007138777841233581,0.005145797598627788,0.8901381416203415
0.0009994288977727014,0.005145797598627788,0.8899409439779008
0.0009994288977727014,0.006432246998284734,0.8890279899229511
0.001142204454597373,0.006432246998284734,0.8888997804055085
0.001142204454597373,0.009719839908519153,0.8847412865930587
0.0012849800114220445,0.009719839908519153,0.8847332629363085
0.0012849800114220445,0.00986277873070326,0.8846190582565717
0.0014277555682467161,0.00986277873070326,0.8845950999942218
0.0014277555682467161,0.010005717552887363,0.8844811138539016
0.0015705311250713877,0.010005717552887363,0.8844420722265899
0.0015705311250713877,0.01043453401943968,0.8840386909149816
0.0017133066818960593,0.01043453401943968,0.883608482521474
0.0017133066818960593,0.011435105774728416,0.8825434533372629
0.0018560822387207311,0.011435105774728416,0.8822902929338814
0.0018560822387207311,0.012006861063464836,0.8819762180195272
0.002284408909194746,0.012006861063464836,0.8816682125145898
0.002284408909194746,0.012578616352201259,0.8813221639412298
0.0024271844660194173,0.012578616352201259,0.8811721695014476
0.0024271844660194173,0.012721555174385363,0.8811320181140124
0.002569960022844089,0.012721555174385363,0.8810581725367225
0.002569960022844089,0.015437392795883362,0.8792562282590572
0.002712735579668761,0.015437392795883362,0.8790794846798469
0.002712735579668761,0.017724413950829045,0.8775585269683193
0.0028555111364934323,0.017724413950829045,0.8775408428641227
0.0028555111364934323,0.01786735277301315,0.8775053401723241
0.002998286693318104,0.01786735277301315,0.8774048407703104
0.002998286693318104,0.020011435105774727,0.8766281279744763
0.0031410622501427754,0.020011435105774727,0.8766272425647231
0.0031410622501427754,0.02029731275014294,0.876480112059786
0.0034266133637921186,0.02029731275014294,0.8764062828156094
0.0034266133637921186,0.020440251572327043,0.8764005173036078
0.0035693889206167904,0.020440251572327043,0.8763875286127301
0.0035693889206167904,0.02058319039451115,0.8763784959363012
0.0037121644774414622,0.02058319039451115,0.8763351449072684
0.0037121644774414622,0.02144082332761578,0.8759741384614658
0.0038549400342661336,0.02144082332761578,0.8759450193536089
0.0038549400342661336,0.02172670097198399,0.875929890044516
0.0038549400342661336,0.0220125786163522,0.8758103948970684
0.0038549400342661336,0.022155517438536308,0.8758074426492389
