Model,Accuracy,Precision,Recall,F1_Score,ROC_AUC_Test,TN,FP,FN,TP
Random_Forests,0.7401428571428571,0.7705446342249436,0.6835334476843911,0.7244356915618846,0.8035417215646438,5580,1424,2214,4782
