Model,Accuracy,Precision,Recall,F1_Score,ROC_AUC_Test,TN,FP,FN,TP
MLP,0.7182924164056239,0.7356970185334408,0.6721142520612485,0.7024698007232438,0.7835985845343307,5295,1640,2227,4565
