Model,Accuracy,Precision,Recall,F1_Score,ROC_AUC_Test,TN,FP,FN,TP
Logistic_Regression,0.7261428571428571,0.7487413467589679,0.6802458547741567,0.7128520071899341,0.7882291553401324,5407,1597,2237,4759
