Model,Accuracy,Precision,Recall,F1_Score,ROC_AUC_Test,TN,FP,FN,TP
Bayesian,0.5948571428571429,0.6939074399531342,0.3386220697541452,0.45513928914505286,0.6832742333140354,5959,1045,4627,2369
