FPR,TPR,Threshold
0.0,0.0,inf
0.0007138777841233581,0.0010005717552887365,1.0
0.0007138777841233581,0.002715837621497999,0.9999998682327254
0.0008566533409480297,0.002715837621497999,0.9999998669818186
0.0008566533409480297,0.004145225843339051,0.9999991372434662
0.0009994288977727014,0.004145225843339051,0.9999988971616147
0.0009994288977727014,0.004431103487707261,0.9999983638299552
0.001142204454597373,0.004431103487707261,0.9999983342056301
0.001142204454597373,0.006146369353916523,0.9999921347389084
0.0012849800114220445,0.006146369353916523,0.9999911498694776
0.0012849800114220445,0.007004002287021155,0.9999863088488296
0.0014277555682467161,0.007004002287021155,0.9999858173456185
0.0014277555682467161,0.008433390508862207,0.9999747710684864
0.0015705311250713877,0.008433390508862207,0.9999722793257345
0.0015705311250713877,0.008719268153230417,0.9999708266894539
0.0018560822387207311,0.008719268153230417,0.9999670230044653
0.0018560822387207311,0.009005145797598629,0.9999636158880361
0.0019988577955454027,0.009005145797598629,0.9999616827971856
0.0019988577955454027,0.009291023441966839,0.9999539751072073
0.002141633352370074,0.009291023441966839,0.9999532259402275
0.002141633352370074,0.009719839908519153,0.9999490796017511
0.002284408909194746,0.009719839908519153,0.9999479825417195
0.002284408909194746,0.010005717552887363,0.9999451084320563
0.0024271844660194173,0.010005717552887363,0.9999435185503891
0.0024271844660194173,0.01072041166380789,0.9999347944856162
0.002569960022844089,0.01072041166380789,0.9999347741598081
0.002569960022844089,0.0110062893081761,0.9999340048018343
0.0032838378069674472,0.0110062893081761,0.9999251805304722
0.0032838378069674472,0.012292738707833047,0.9999188252118935
0.0034266133637921186,0.012292738707833047,0.9999178787038262
0.0034266133637921186,0.012578616352201259,0.9999147929013942
0.0035693889206167904,0.012578616352201259,0.9999145163651325
0.0035693889206167904,0.012864493996569469,0.9999117095022663
0.0038549400342661336,0.012864493996569469,0.9999090700195654
0.0038549400342661336,0.014436821040594626,0.9998964001906202
0.004140491147915477,0.014436821040594626,0.9998906005097264
0.004140491147915477,0.015294453973699256,0.9998777609025098
0.004283266704740148,0.015294453973699256,0.9998761637677576
0.004283266704740148,0.015723270440251572,0.9998716415245602
0.00442604226156482,0.015723270440251572,0.9998712721238059
0.00442604226156482,0.015866209262435677,0.9998690099433045
0.004568817818389492,0.015866209262435677,0.999868428273699
0.004568817818389492,0.016866781017724413,0.9998644198481487
0.004711593375214164,0.016866781017724413,0.9998631054271873
0.004711593375214164,0.01843910806174957,0.9998507676559742
