Model,Accuracy,Precision,Recall,F1_Score,ROC_AUC_Test,TN,FP,FN,TP
SVM,0.7350714285714286,0.7498859662460088,0.7049742710120068,0.7267369041479408,0.7924593812112265,5359,1645,2064,4932
